ServiceTag,product,new_appgroup,node,产品线,hostname,IP,OS,装机模版,机型,机房,包间,机柜编号,机位,机柜位置,ASW编号,所有产品,节点数量,节点配置,区域,service,serviceInstanceNo,runtimeResourceLimit,region
816437359,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17001.cloud.a17.yd01,21.136.1.1,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A17,1,yd1-A17,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437358,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17002.cloud.a17.yd01,21.136.1.2,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A17,2,yd1-A17,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437366,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17003.cloud.a17.yd01,21.136.1.3,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A17,3,yd1-A17,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437370,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17004.cloud.a17.yd01,21.136.1.4,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A17,4,yd1-A17,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437364,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17101.cloud.a18.yd01,21.136.1.5,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A18,1,yd1-A18,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437337,ecs,aliyun_ayecsyd01_buffer,ecs_nc,专有云=浙江公安-小云=ECS=ayecsyd01,yd1a17102.cloud.a18.yd01,21.136.1.6,AliOS5U7-x86-64,houyi_kvmserver_5u7_hybrid_private,N32.22,yd01,yd1,A18,2,yd1-A18,ASW.10GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""ecs_server_新云磁盘,ecs_server_base""}]",10GE,satassdCluster,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437243,ecs,ayecs_yd01_vpc_MGW,MGW,专有云=浙江公安-小云=ECS=ayvpc-yd01,yd1a21207.cloud.a23.yd01,21.136.1.7,AliOS6U2-x86-64,vpc_server,W1.2C,yd01,yd1,A23,7,yd1-A23,ASW.GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""vpc_mgw""}]",GE,vpc,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437246,ecs,ayecs_yd01_vpc_MGW,MGW,专有云=浙江公安-小云=ECS=ayvpc-yd01,yd1b19108.cloud.b20.yd01,21.136.1.8,AliOS6U2-x86-64,vpc_server,W1.2C,yd01,yd1,B20,8,yd1-B20,ASW.GE-2,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""vpc_mgw""}]",GE,vpc,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437249,ecs,ayecs_yd01_vpc_XGW,XGW,专有云=浙江公安-小云=ECS=ayvpc-yd01,yd1a21206.cloud.a23.yd01,21.136.1.9,AliOS6U2-x86-64,vpc_server,W1.2C,yd01,yd1,A23,6,yd1-A23,ASW.GE-1,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""vpc_xgw""}]",GE,vpc,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437244,ecs,ayecs_yd01_vpc_XGW,XGW,专有云=浙江公安-小云=ECS=ayvpc-yd01,yd1b19107.cloud.b20.yd01,21.136.1.10,AliOS6U2-x86-64,vpc_server,W1.2C,yd01,yd1,B20,7,yd1-B20,ASW.GE-2,ecs,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""vpc_xgw""}]",GE,vpc,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437165,slb,ayslb_yd01_controller_keyserver,keyserver,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1b19002.cloud.a21.yd01,21.136.1.11,AliOS6U2-x86-64,slb_server,W2.12,yd01,yd1,A21,8,yd1-A21,ASW.GE-2,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437186,slb,ayslb_yd01_controller_keyserver,keyserver,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1a21008.cloud.a21.yd01,21.136.1.12,AliOS6U2-x86-64,slb_server,W2.12,yd01,yd1,A21,2,yd1-A21,ASW.GE-1,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437237,slb,ayslb_yd01_controller_lvs,lvs,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1b19005.cloud.a21.yd01,21.136.1.13,AliOS6U2-x86-64,slb_server,W1.2B,yd01,yd1,A22,2,yd1-A22,ASW.GE-2,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""slb_lvs""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437235,slb,ayslb_yd01_controller_lvs,lvs,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1a21102.cloud.a22.yd01,21.136.1.14,AliOS6U2-x86-64,slb_server,W1.2B,yd01,yd1,A21,5,yd1-A21,ASW.GE-1,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""slb_lvs""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437242,slb,ayslb_yd01_controller_proxy,proxy,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1a21004.cloud.a21.yd01,21.136.1.15,AliOS6U2-x86-64,slb_server,W1.2B,yd01,yd1,A21,4,yd1-A21,ASW.GE-1,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""slb_proxy""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437241,slb,ayslb_yd01_controller_proxy,proxy,专有云=浙江公安-小云=SLB=aycontroller-yd01,yd1b19007.cloud.a21.yd01,21.136.1.16,AliOS6U2-x86-64,slb_server,W1.2B,yd01,yd1,A21,7,yd1-A21,ASW.GE-2,slb,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""slb_proxy""}]",GE,controller,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437178,rds,ayrds_yd01_maotai_proxy-nodes,proxy-nodes,专有云=浙江公安-小云=RDS=aymaotai-yd01,yd1b19003.cloud.a22.yd01,21.136.1.18,AliOS6U2-x86-64,rds_linux,W2.12,yd01,yd1,A22,4,yd1-A22,ASW.GE-2,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_proxy""}]",GE,maotai,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437173,rds,ayrds_yd01_maotai_proxy-nodes,proxy-nodes,专有云=浙江公安-小云=RDS=aymaotai-yd01,yd1a21104.cloud.a22.yd01,21.136.1.19,AliOS6U2-x86-64,rds_linux,W2.12,yd01,yd1,A22,3,yd1-A22,ASW.GE-1,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_proxy""}]",GE,maotai,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437387,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1a21106.cloud.a22.yd01,21.136.1.21,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,A22,6,yd1-A22,ASW.GE-1,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437404,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1a21107.cloud.a22.yd01,21.136.1.22,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,A22,5,yd1-A22,ASW.GE-1,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437409,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1b19003.cloud.b19.yd01,21.136.1.24,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,B19,5,yd1-B19,ASW.GE-2,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437401,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1a21105.cloud.a22.yd01,21.136.1.20,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,A22,7,yd1-A22,ASW.GE-1,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437413,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1b19005.cloud.b19.yd01,21.136.1.26,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,B19,3,yd1-B19,ASW.GE-2,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437384,rds,ayrds_yd01_db-mysql_mysql-nodes,mysql-nodes,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,yd1b19004.cloud.b19.yd01,21.136.1.25,AliOS6U2-x86-64,db_pg_v1,D13.12,yd01,yd1,B19,4,yd1-B19,ASW.GE-2,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,db-mysql,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437218,rds,ayRDS_yd01_miniRds_metadb,metadb,专有云=浙江公安-小云=RDS=ayminiRds-yd01,yd1b19007.cloud.a24.yd01,21.136.1.29,AliOS6U2-x86-64,rds_linux,W1.12,yd01,yd1,A24,7,yd1-A24,ASW.GE-2,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,minirds,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437212,rds,ayRDS_yd01_miniRds_metadb,metadb,专有云=浙江公安-小云=RDS=ayminiRds-yd01,yd1a21205.cloud.a23.yd01,21.136.1.28,AliOS6U2-x86-64,rds_linux,W1.12,yd01,yd1,A23,5,yd1-A23,ASW.GE-1,rds,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""rds_dbnode""}]",GE,minirds,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437197,docker,aydocker_yd01_host_backup,backup,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21302.cloud.a24.yd01,21.136.1.34,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,2,yd1-A24,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437200,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1b19005.cloud.a24.yd01,21.136.1.30,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,6,yd1-A24,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437196,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21306.cloud.a24.yd01,21.136.1.31,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,5,yd1-A24,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437217,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1b19003.cloud.a24.yd01,21.136.1.32,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,4,yd1-A24,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437226,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1b19208.cloud.b21.yd01,21.136.1.40,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,6,yd1-B21,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437224,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21301.cloud.a24.yd01,21.136.1.35,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,1,yd1-A24,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437221,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21005.cloud.b20.yd01,21.136.1.36,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B20,5,yd1-B20,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437204,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21006.cloud.b20.yd01,21.136.1.37,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B20,6,yd1-B20,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437202,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1b19206.cloud.b21.yd01,21.136.1.38,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,8,yd1-B21,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437223,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1a21304.cloud.a24.yd01,21.136.1.33,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,A24,3,yd1-A24,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437225,docker,aydocker_yd01_host_standard,standard,专有云=浙江公安-小云=DOCKER=ayhost-yd01,yd1b19207.cloud.b21.yd01,21.136.1.39,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,7,yd1-B21,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,host,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437209,docker,aydocker_yd01_tianji-master_standard,standard,专有云=浙江公安-小云=DOCKER=aytianji-master-yd01,yd1b19202.cloud.b21.yd01,21.136.1.41,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,5,yd1-B21,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,tianji-master,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437210,docker,aydocker_yd01_tianji-master_standard,standard,专有云=浙江公安-小云=DOCKER=aytianji-master-yd01,yd1b19203.cloud.b21.yd01,21.136.1.42,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,4,yd1-B21,ASW.GE-2,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,tianji-master,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437193,docker,aydocker_yd01_tianji-master_standard,standard,专有云=浙江公安-小云=DOCKER=aytianji-master-yd01,yd1a21004.cloud.b21.yd01,21.136.1.43,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,3,yd1-B21,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,tianji-master,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437215,docker,aydocker_yd01_tianji-master_standard,standard,专有云=浙江公安-小云=DOCKER=aytianji-master-yd01,yd1a21005.cloud.b21.yd01,21.136.1.44,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W1.12,yd01,yd1,B21,2,yd1-B21,ASW.GE-1,docker,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,tianji-master,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437941,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1a21202.cloud.a23.yd01,21.136.1.45,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,A23,4,yd1-A23,ASW.GE-1,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437957,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1a21203.cloud.a23.yd01,21.136.1.46,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,A23,3,yd1-A23,ASW.GE-1,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437966,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1a21204.cloud.a23.yd01,21.136.1.47,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,A23,2,yd1-A23,ASW.GE-1,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437959,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1b19008.cloud.a24.yd01,21.136.1.48,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,A24,8,yd1-A24,ASW.GE-2,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437939,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1b19103.cloud.b20.yd01,21.136.1.49,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,B20,4,yd1-B20,ASW.GE-2,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437942,oss,ayoss_yd01_public_oss_server,oss_server,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1b19104.cloud.b20.yd01,21.136.1.50,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,B20,3,yd1-B20,ASW.GE-2,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437940,oss,ayoss_yd01_public_kv_master,oss_server|kv_master,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1b19305.cloud.b22.yd01,21.136.1.52,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,B22,6,yd1-B22,ASW.GE-2,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437964,oss,ayoss_yd01_public_kv_master,oss_server|kv_master,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1a21006.cloud.b22.yd01,21.136.1.53,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,B22,5,yd1-B22,ASW.GE-1,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437956,oss,ayoss_yd01_public_kv_master,oss_server|kv_master,专有云=浙江公安-小云=OSS=aypublic-yd01,yd1a21002.cloud.b20.yd01,21.136.1.51,AliOS5U7-x86-64,bigdata,S10-4T.12,yd01,yd1,B20,2,yd1-B20,ASW.GE-1,oss,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""oss_chunkserver|oss_nginx,oss_oss_server|oss_ocm_server""}]",GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437183,shuguang,ayshuguang_yd01_dms_dms-ag,dms-ag,专有云=浙江公安-小云=SHUGUANG=aydms-yd01,yd1b19007.cloud.b19.yd01,21.136.1.54,AliOS5U7-x86-64,ots_new_server_private_cloud_v2,W2.12,yd01,yd1,B19,7,yd1-B19,ASW.GE-2,shuguang,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,dms,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437313,sls|sls|ots,ayots_yd01_inner_apsara_hybrid_cs,sls_server|cs|cs,专有云=浙江公安-小云=OTS=ayinner_apsara_hybrid-yd01,yd1b19001.cloud.a22.yd01,21.136.1.56,AliOS5U7-x86-64,bigdata,S10-3S.12,yd01,yd1,A22,1,yd1-A22,ASW.GE-2,sls|sls|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""sls_webserver,sls_cs""}]",GE,common|common|inner_apsara_hybrid,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437314,sls|sls|ots,ayots_yd01_inner_apsara_hybrid_cs,sls_server|cs|cs,专有云=浙江公安-小云=OTS=ayinner_apsara_hybrid-yd01,yd1a21003.cloud.a21.yd01,21.136.1.55,AliOS5U7-x86-64,bigdata,S10-3S.12,yd01,yd1,A21,3,yd1-A21,ASW.GE-1,sls|sls|ots,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""sls_webserver,sls_cs""}]",GE,common|common|inner_apsara_hybrid,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
816437232,ops,ayops_yd01_buffer_buffer-w1,buffer-w1,专有云=浙江公安-小云=OPS=aybuffer-yd01,yd1a21001.cloud.b21.yd01,21.136.1.57,AliOS5U7-x86-64,app_server,W1.12,yd01,yd1,B21,1,yd1-B21,ASW.GE-1,ops,,"[{""object"":""device"",""configType"":""monitor"",""configValue"":""""}]",GE,buffer,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
