ServiceTag,product,new_appgroup,node,产品线,hostname,IP,OS,装机模版,机型,机房,包间,机柜编号,机位,机柜位置,ASW编号,所有产品,节点数量,节点配置,区域,service,serviceInstanceNo,runtimeResourceLimit,region
,rds,ayrds_yd01_tianlong_tl-server,tl-server,专有云=浙江公安-小云=RDS=aytianlong-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,tianlong,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_tianlong_tl-update-conf,tl-update-conf,专有云=浙江公安-小云=RDS=aytianlong-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,tianlong,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_tianlong_yum-repo-server,yum-repo-server,专有云=浙江公安-小云=RDS=aytianlong-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,tianlong,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds-location-tools,rds-location-tools,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_service,rds_service,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_service,rds_service,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_service_init,rds_service_init,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_test_clean,rds_test_clean,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_test_mssql,rds_test_mssql,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_test_mysql,rds_test_mysql,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_test_pg,rds_test_pg,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rds_test_ppas,rds_test_ppas,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rdsabs-service-aliyun-com,rdsabs-service-aliyun-com,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_yaochi_rdsabs-service-aliyun-com,rdsabs-service-aliyun-com,专有云=浙江公安-小云=RDS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,yaochi,1,"{""mem_limit"":""8192M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_maotai_ftp,ftp,专有云=浙江公安-小云=RDS=aymaotai-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_maotai_ftp,ftp,专有云=浙江公安-小云=RDS=aymaotai-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,maotai,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_db-mysql_deploy-mysql56,deploy-mysql56,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,db-mysql,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_db-mysql_mysql56-cluster-init,mysql56-cluster-init,专有云=浙江公安-小云=RDS=aydb-mysql-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,db-mysql,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_minirds_aurora,aurora,专有云=浙江公安-小云=RDS=ayminirds-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,minirds,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,rds,ayrds_yd01_minirds_db-installer,db-installer,专有云=浙江公安-小云=RDS=ayminirds-yd01,,,,,docker,yd01,,,,-,,rds,,,10GE,minirds,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_ocm_controller,controller,专有云=浙江公安-小云=OSS=ayocm-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_ocm_controller,controller,专有云=浙江公安-小云=OSS=ayocm-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,ocm,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_ag,ag,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_fuxi_master,fuxi_master,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_fuxi_master,fuxi_master,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""10G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_nuwa,nuwa,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_nuwa,nuwa,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_nuwa,nuwa,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""8G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_oss_ag,oss_ag,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_package_manager,package_manager,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_package_manager,package_manager,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""3G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_pangu_master,pangu_master,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""calcType"":""none"",""is_bigcontainer"":""true"",""mem_limit"":""48G""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_pangu_master,pangu_master,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""calcType"":""none"",""is_bigcontainer"":""true"",""mem_limit"":""48G""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_pangu_master,pangu_master,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""calcType"":""none"",""is_bigcontainer"":""true"",""mem_limit"":""48G""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_test,test,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_yaochi_oss-yaochi-test,oss-yaochi-test,专有云=浙江公安-小云=OSS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,yaochi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_yaochi_oss_service,oss_service,专有云=浙江公安-小云=OSS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_yaochi_oss_service,oss_service,专有云=浙江公安-小云=OSS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,yaochi,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_yaochi_oss_service_init,oss_service_init,专有云=浙江公安-小云=OSS=ayyaochi-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,yaochi,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,oss,ayoss_yd01_public_prechecker,prechecker,专有云=浙江公安-小云=OSS=aypublic-yd01,,,,,docker,yd01,,,,-,,oss,,,10GE,public,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-lite-web-aliyun-com,account-lite-web-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-lite-web-aliyun-com,account-lite-web-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-lite-web-aliyun-com-dbinit,account-lite-web-aliyun-com-dbinit,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-lite-web-aliyun-com-test,account-lite-web-aliyun-com-test,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-session-aliyun-com,account-session-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas_account-session-aliyun-com,account-session-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayaas-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_aas-openapi_account-lite-openapi,account-lite-openapi,专有云=浙江公安-小云=BASESERVICE=ayaas-openapi-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,aas-openapi,1,"{""mem_limit"":""2048M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_cloud-service-center_cloud-service-center-init,cloud-service-center-init,专有云=浙江公安-小云=BASESERVICE=aycloud-service-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,cloud-service-center,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_cloud-service-center_cloud-service-center-test,cloud-service-center-test,专有云=浙江公安-小云=BASESERVICE=aycloud-service-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,cloud-service-center,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_cloud-service-center_cloundservicecenter-aliyun-com,cloundservicecenter-aliyun-com,专有云=浙江公安-小云=BASESERVICE=aycloud-service-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,cloud-service-center,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_cloud-service-center_cloundservicecenter-aliyun-com,cloundservicecenter-aliyun-com,专有云=浙江公安-小云=BASESERVICE=aycloud-service-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,cloud-service-center,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_phoenix-auth-center_phoenix-auth-center-init,phoenix-auth-center-init,专有云=浙江公安-小云=BASESERVICE=ayphoenix-auth-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,phoenix-auth-center,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_phoenix-auth-center_phoenix-auth-center-test,phoenix-auth-center-test,专有云=浙江公安-小云=BASESERVICE=ayphoenix-auth-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,phoenix-auth-center,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_phoenix-auth-center_phoenix_auth_center,phoenix_auth_center,专有云=浙江公安-小云=BASESERVICE=ayphoenix-auth-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,phoenix-auth-center,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_phoenix-auth-center_phoenix_auth_center,phoenix_auth_center,专有云=浙江公安-小云=BASESERVICE=ayphoenix-auth-center-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,phoenix-auth-center,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_rc-service_rc-service-aliyun-com,rc-service-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayrc-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,rc-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_rc-service_rc-service-aliyun-com,rc-service-aliyun-com,专有云=浙江公安-小云=BASESERVICE=ayrc-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,rc-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_rc-service_rc-service-init,rc-service-init,专有云=浙江公安-小云=BASESERVICE=ayrc-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,rc-service,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_rc-service_rc-service-test,rc-service-test,专有云=浙江公安-小云=BASESERVICE=ayrc-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,rc-service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_resource-service_resource-service-init,resource-service-init,专有云=浙江公安-小云=BASESERVICE=ayresource-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,resource-service,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_resource-service_resource-service-test,resource-service-test,专有云=浙江公安-小云=BASESERVICE=ayresource-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,resource-service,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_resource-service_resource_service,resource_service,专有云=浙江公安-小云=BASESERVICE=ayresource-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,resource-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_resource-service_resource_service,resource_service,专有云=浙江公安-小云=BASESERVICE=ayresource-service-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,resource-service,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_umm-ak_aliyunid_appaccess,aliyunid_appaccess,专有云=浙江公安-小云=BASESERVICE=ayumm-ak-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,umm-ak,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_umm-ak_aliyunid_appaccess,aliyunid_appaccess,专有云=浙江公安-小云=BASESERVICE=ayumm-ak-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,umm-ak,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_umm-ak_umm-init,umm-init,专有云=浙江公安-小云=BASESERVICE=ayumm-ak-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,umm-ak,1,"{""mem_limit"":""1024M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_umm-ak_umm-test,umm-test,专有云=浙江公安-小云=BASESERVICE=ayumm-ak-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,umm-ak,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_yaochi-console_yaochi-aliyun-inc-com,yaochi-aliyun-inc-com,专有云=浙江公安-小云=BASESERVICE=ayyaochi-console-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,yaochi-console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,baseService,aybaseService_yd01_yaochi-console_yaochi-aliyun-inc-com,yaochi-aliyun-inc-com,专有云=浙江公安-小云=BASESERVICE=ayyaochi-console-yd01,,,,,docker,yd01,,,,-,,baseService,,,10GE,yaochi-console,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,sls,sls_yd01_common_sls_ag,sls_ag,专有云=浙江公安-小云=SLS=ayinner-yd01,,,,,docker,yd01,,,,-,,sls,,,10GE,common,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,sls,sls_yd01_common_test,test,专有云=浙江公安-小云=SLS=ayinner-yd01,,,,,docker,yd01,,,,-,,sls,,,10GE,common,1,"{""mem_limit"":""4G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_account-sub_account-sub-service,account-sub-service,专有云=浙江公安-小云=RAM=ayaccount-sub-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_account-sub_account-sub-service,account-sub-service,专有云=浙江公安-小云=RAM=ayaccount-sub-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_account-sub_account-sub-service-db-init,account-sub-service-db-init,专有云=浙江公安-小云=RAM=ayaccount-sub-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_account-sub_account-sub-test,account-sub-test,专有云=浙江公安-小云=RAM=ayaccount-sub-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,account-sub,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-dubbo-forward-service,ram-dubbo-forward-service,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-dubbo-forward-service,ram-dubbo-forward-service,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-master,ram-master,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-master,ram-master,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-master-db-init,ram-master-db-init,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-slave,ram-slave,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-slave,ram-slave,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-test,ram-test,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_sts,sts,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_sts,sts,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,ram,ayram_yd01_ramService_ram-master-preupgrade,ram-master-preupgrade,专有云=浙江公安-小云=RAM=ayramService-yd01,,,,,docker,yd01,,,,-,,ram,,,10GE,ramService,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,tianji,aytianji_yd01_alertportal_alertportalDB,alertportalDB,专有云=浙江公安-小云=TIANJI=ayalertportal-yd01,,,,,docker,yd01,,,,-,,tianji,,,10GE,alertportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,tianji,aytianji_yd01_alertportal_alertportalWEB,alertportalWEB,专有云=浙江公安-小云=TIANJI=ayalertportal-yd01,,,,,docker,yd01,,,,-,,tianji,,,10GE,alertportal,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,tianji,aytianji_yd01_alertportal_alertportalWEB,alertportalWEB,专有云=浙江公安-小云=TIANJI=ayalertportal-yd01,,,,,docker,yd01,,,,-,,tianji,,,10GE,alertportal,1,"{""mem_limit"":""4096M"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
,tianji,aytianji_yd01_alertportal_test,test,专有云=浙江公安-小云=TIANJI=ayalertportal-yd01,,,,,docker,yd01,,,,-,,tianji,,,10GE,alertportal,1,"{""mem_limit"":""2G"",""is_bigcontainer"":""false"",""calcType"":""none""}",cn-zj-zjsbgt-d01
